********************************************************************
  JasperGold - Superlint Violation/Property Report  
********************************************************************

Report Information
"module","created date"
"uc","Sep 02 06:21:21 CST 2025"



VIOLATIONS SUMMARY
Domain: LINT
"Category","Error","Warning","Info","Waived","Total"
"Warning","ARY_NR_SLRG","The signal 'tie_dc_out_slot0_use', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15422 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'LSBytes_S_xt_sem_loads_stores_tmp2_C0', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15448 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'LSBytes_S_xt_sem_loads_stores_tmp1_C0', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15449 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'LSBytes_S_xt_sem_loads_stores_tmp0_C0', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15450 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'TIEadd_tmp_tmp2_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15452 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'TIEsel_offset_tmp5_C0', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15456 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'uimm8x2_inst_C0', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15462 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'uimmrx4_inst_C0', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15463 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'lsi4x4_inst_C0', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15464 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'immrx4_inst_C0', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15465 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'uimm8x4_inst_C0', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15466 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'tie_op_SDDR32_P_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15625 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_tie_op_SDDR32_P_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15627 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'tie_op_SDDR32_P_C2', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15632 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_tie_op_SDDR32_P_C2', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15634 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'tie_op_LDDR32_P_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15666 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_tie_op_LDDR32_P_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_loads_stores'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15668 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_loads_stores","-"
"Warning","ARY_NR_SLRG","The signal 'tie_st_XTSYNC_ns_C3', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_sreg_1', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_sreg_1'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15750 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_sreg_1","-"
"Warning","ARY_NR_SLRG","The signal 'tie_dc_out_slot0_use', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_sreg_1', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_sreg_1'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15753 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_sreg_1","-"
"Warning","ARY_NR_SLRG","The signal 'TIEsel_rsr_mux_tmp0_C0', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_sreg_1', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_sreg_1'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15768 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_sreg_1","-"
"Warning","ARY_NR_SLRG","The signal 'tie_dc_out_operand_wire_C0', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_sreg_1', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_sreg_1'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15786 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_sreg_1","-"
"Warning","ARY_NR_SLRG","The signal 'TIEsel_rsr_mux_tmp0_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_sreg_1', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_sreg_1'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15833 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_sreg_1","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_TIEsel_rsr_mux_tmp0_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_sreg_1', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_sreg_1'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15835 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_sreg_1","-"
"Warning","ARY_NR_SLRG","The signal 'tie_st_PSEXCM_ps_C2', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_srps', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_srps'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15899 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_srps","-"
"Warning","ARY_NR_SLRG","The signal 'tie_st_PSUM_ps_C2', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_srps', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_srps'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15901 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_srps","-"
"Warning","ARY_NR_SLRG","The signal 'tie_st_PSEXCM_ns_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_srps', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_srps'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15907 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_srps","-"
"Warning","ARY_NR_SLRG","The signal 'tie_st_PSUM_ns_C3', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_srps', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_srps'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15909 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_srps","-"
"Warning","ARY_NR_SLRG","The signal 'tie_dc_out_slot0_use', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_srps', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_srps'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :15912 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_srps","-"
"Warning","ARY_NR_SLRG","The signal 'tie_dc_out_slot0_use', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16046 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'tie_op_RSR_ICOUNTLEVEL_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16100 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_tie_op_RSR_ICOUNTLEVEL_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16102 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'tie_op_RSR_ICOUNTLEVEL_C2', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16107 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_tie_op_RSR_ICOUNTLEVEL_C2', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16109 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'tie_op_RSR_INTENABLE_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16114 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_tie_op_RSR_INTENABLE_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16116 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'tie_op_RSR_INTENABLE_C2', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16121 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_tie_op_RSR_INTENABLE_C2', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16123 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'tie_op_XSR_ICOUNTLEVEL_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16128 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_tie_op_XSR_ICOUNTLEVEL_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16130 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'tie_op_XSR_ICOUNTLEVEL_C2', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16135 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_tie_op_XSR_ICOUNTLEVEL_C2', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16137 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'tie_op_XSR_INTENABLE_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16142 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_tie_op_XSR_INTENABLE_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16144 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'tie_op_XSR_INTENABLE_C2', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16149 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_tie_op_XSR_INTENABLE_C2', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_core_sr_masks'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16151 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_core_sr_masks","-"
"Warning","ARY_NR_SLRG","The signal 'tie_if_SRRead_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_reg_access_1', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_reg_access_1'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16218 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_reg_access_1","-"
"Warning","ARY_NR_SLRG","The signal 'tie_dc_out_slot0_use', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_reg_access_1', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_reg_access_1'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16222 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_reg_access_1","-"
"Warning","ARY_NR_SLRG","The signal 'tie_op_RSR_CONFIGID0_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_reg_access_1', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_reg_access_1'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16271 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_reg_access_1","-"
"Warning","ARY_NR_SLRG","The signal 'TIE_reg_tie_op_RSR_CONFIGID0_C1', defined in module 'Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_reg_access_1', is a one pin bus in its instance 'xttop.Xtensa.TIE.TIE_scalar_semantic_slot0_xt_sem_core_reg_access_1'","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :16273 ","*-Xm_serdes_64i64d0256d1_fusaTIE_scalar_semantic_slot0_xt_sem_core_reg_access_1","-"
